InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SessionID,Stage,Year,Month
Cart_7598,P00099,Grey Leather Wallet One Size,3,2022-04-16,135.12,C00244,Spain,S20220416_C00244_6790,Cart,2022,4
Browse_2025,P00052,White Backpack S,4,2022-04-21,30.04,C00244,Spain,S20220421_C00244_3504,Browse,2022,4
Checkout_6168,P00056,Orange Wireless Earbuds One Size,3,2022-04-27,168.47,C00244,Spain,S20220427_C00244_9351,Checkout,2022,4
Browse_6990,P00004,Orange Protein Powder XL,3,2022-05-06,106.22,C00244,Spain,S20220506_C00244_7473,Browse,2022,5
Browse_5312,P00096,Yellow Backpack One Size,5,2022-06-12,152.36,C00245,Germany,S20220612_C00245_2916,Browse,2022,6
View_3786,P00009,Red Sunglasses M,3,2022-07-28,114.39,C00245,Germany,S20220728_C00245_7115,View,2022,7
Checkout_5156,P00081,Pink Wireless Earbuds XS,4,2022-08-20,123.96,C00245,Germany,S20220820_C00245_9321,Checkout,2022,8
Cart_3224,P00052,White Backpack S,1,2022-09-02,30.04,C00245,Germany,S20220902_C00245_1393,Cart,2022,9
Browse_8754,P00097,Orange Backpack S,2,2022-09-18,99.86,C00245,Germany,S20220918_C00245_9775,Browse,2022,9
Cart_919,P00044,Pink Winter Jacket XS,3,2022-09-26,37.04,C00245,Germany,S20220926_C00245_4046,Cart,2022,9
Browse_9292,P00075,Purple Water Bottle S,5,2022-10-04,116.62,C00245,Germany,S20221004_C00245_2275,Browse,2022,10
View_2834,P00013,Black Leather Wallet M,4,2022-11-06,155.73,C00245,Germany,S20221106_C00245_4772,View,2022,11
Browse_6573,P00032,Black Running Shoes XL,4,2022-11-11,182.74,C00245,Germany,S20221111_C00245_3715,Browse,2022,11
Browse_2313,P00046,Red Protein Powder L,2,2022-12-06,52.77,C00245,Germany,S20221206_C00245_3282,Browse,2022,12
Browse_1099,P00094,Pink Sunglasses One Size,4,2022-12-11,134.69,C00245,Germany,S20221211_C00245_6681,Browse,2022,12
View_2116,P00078,Purple Sunglasses XL,5,2023-02-15,130.04,C00245,Germany,S20230215_C00245_9286,View,2023,2
Browse_9602,P00023,Green Premium T-shirt L,4,2023-04-11,121.41,C00245,Germany,S20230411_C00245_3461,Browse,2023,4
Cart_4775,P00079,Grey Winter Jacket L,4,2023-05-03,75.3,C00245,Germany,S20230503_C00245_1392,Cart,2023,5
Cart_7104,P00002,White Summer Dress L,5,2023-05-25,33.9,C00245,Germany,S20230525_C00245_3950,Cart,2023,5
View_8542,P00079,Grey Winter Jacket L,2,2023-05-25,75.3,C00245,Germany,S20230525_C00245_2483,View,2023,5
View_5685,P00014,Pink Classic Jeans L,5,2022-04-05,194.78,C00246,Canada,S20220405_C00246_3069,View,2022,4
Checkout_2159,P00064,Orange Cotton Socks XL,4,2022-04-09,71.6,C00246,Canada,S20220409_C00246_4660,Checkout,2022,4
View_2697,P00088,Green Smart Watch XL,4,2022-04-11,143.69,C00246,Canada,S20220411_C00246_1381,View,2022,4
Checkout_8134,P00069,Pink Protein Powder One Size,5,2022-05-13,156.57,C00246,Canada,S20220513_C00246_7513,Checkout,2022,5
Cart_3996,P00029,Red Cotton Socks XXL,5,2022-05-22,133.04,C00246,Canada,S20220522_C00246_4215,Cart,2022,5
Cart_2733,P00073,Orange Protein Powder M,4,2022-07-09,62.78,C00246,Canada,S20220709_C00246_3833,Cart,2022,7
View_3302,P00068,Yellow Water Bottle XS,2,2022-07-27,41.09,C00246,Canada,S20220727_C00246_3253,View,2022,7
Browse_9768,P00037,Blue Leather Wallet XS,3,2022-08-01,54.31,C00246,Canada,S20220801_C00246_7155,Browse,2022,8
Checkout_3488,P00070,White Sunglasses S,2,2022-08-10,127.35,C00246,Canada,S20220810_C00246_1161,Checkout,2022,8
INV10128,P00042,Pink Yoga Mat XXL,3,2022-08-30,147.08,C00246,Canada,S20220830_C00246_6060,Purchase,2022,8
Cart_6719,P00007,Pink Protein Powder XL,1,2022-09-21,124.82,C00246,Canada,S20220921_C00246_7503,Cart,2022,9
Checkout_8304,P00097,Orange Backpack S,4,2022-11-03,99.86,C00246,Canada,S20221103_C00246_5344,Checkout,2022,11
Browse_6850,P00028,Yellow Sunglasses L,5,2023-01-01,182.55,C00246,Canada,S20230101_C00246_9094,Browse,2023,1
Cart_3471,P00033,Purple Summer Dress XL,4,2023-02-06,114.0,C00246,Canada,S20230206_C00246_1595,Cart,2023,2
INV10206,P00039,Yellow Protein Powder One Size,3,2023-04-04,107.47,C00246,Canada,S20230404_C00246_4234,Purchase,2023,4
Browse_3419,P00087,Blue Classic Jeans XL,4,2023-04-10,80.46,C00246,Canada,S20230410_C00246_4915,Browse,2023,4
INV10207,P00024,White Winter Jacket XS,2,2023-05-17,189.66,C00246,Canada,S20230517_C00246_4638,Purchase,2023,5
Browse_2499,P00036,White Protein Powder One Size,3,2023-05-18,16.68,C00246,Canada,S20230518_C00246_4303,Browse,2023,5
Browse_6948,P00028,Yellow Sunglasses L,2,2023-06-19,182.55,C00246,Canada,S20230619_C00246_6008,Browse,2023,6
INV10049,P00004,Orange Protein Powder XL,1,2023-06-22,106.22,C00246,Canada,S20230622_C00246_1971,Purchase,2023,6
View_7469,P00022,Black Protein Powder XXL,5,2022-04-12,133.57,C00247,Canada,S20220412_C00247_6224,View,2022,4
Browse_5424,P00029,Red Cotton Socks XXL,5,2022-05-09,133.04,C00247,Canada,S20220509_C00247_1242,Browse,2022,5
View_2778,P00034,Red Cotton Socks XS,4,2022-07-06,18.69,C00247,Canada,S20220706_C00247_4249,View,2022,7
Browse_2538,P00013,Black Leather Wallet M,5,2022-08-28,155.73,C00247,Canada,S20220828_C00247_1471,Browse,2022,8
View_3083,P00070,White Sunglasses S,1,2022-08-30,127.35,C00247,Canada,S20220830_C00247_6186,View,2022,8
Cart_3688,P00088,Green Smart Watch XL,3,2022-09-22,143.69,C00247,Canada,S20220922_C00247_4200,Cart,2022,9
View_2881,P00086,Red Leather Wallet XXL,5,2022-10-12,123.12,C00247,Canada,S20221012_C00247_7157,View,2022,10
Browse_4456,P00069,Pink Protein Powder One Size,4,2022-10-19,156.57,C00247,Canada,S20221019_C00247_7608,Browse,2022,10
Checkout_8745,P00003,Blue Classic Jeans M,1,2022-10-28,79.19,C00247,Canada,S20221028_C00247_8202,Checkout,2022,10
Browse_5922,P00088,Green Smart Watch XL,4,2023-01-27,143.69,C00247,Canada,S20230127_C00247_1595,Browse,2023,1
View_3677,P00030,Purple Water Bottle XS,3,2023-01-31,59.4,C00247,Canada,S20230131_C00247_1090,View,2023,1
View_9244,P00027,Grey Protein Powder M,4,2023-02-06,13.74,C00247,Canada,S20230206_C00247_3297,View,2023,2
Cart_3453,P00042,Pink Yoga Mat XXL,4,2023-05-14,147.08,C00247,Canada,S20230514_C00247_4416,Cart,2023,5
INV10120,P00054,Pink Water Bottle XL,2,2022-01-16,106.1,C00248,UK,S20220116_C00248_1267,Purchase,2022,1
INV10252,P00090,Black Water Bottle XXL,1,2022-02-08,92.9,C00248,UK,S20220208_C00248_3830,Purchase,2022,2
Cart_9986,P00069,Pink Protein Powder One Size,1,2022-03-03,156.57,C00248,UK,S20220303_C00248_7335,Cart,2022,3
Cart_8165,P00031,Green Winter Jacket XS,4,2022-04-10,84.19,C00248,UK,S20220410_C00248_4506,Cart,2022,4
Browse_1764,P00029,Red Cotton Socks XXL,3,2022-04-22,133.04,C00248,UK,S20220422_C00248_8689,Browse,2022,4
Browse_4962,P00063,White Cotton Socks S,3,2022-05-04,73.89,C00248,UK,S20220504_C00248_4932,Browse,2022,5
View_3068,P00002,White Summer Dress L,1,2022-06-19,33.9,C00248,UK,S20220619_C00248_8788,View,2022,6
View_5593,P00032,Black Running Shoes XL,5,2022-07-02,182.74,C00248,UK,S20220702_C00248_9965,View,2022,7
Browse_1745,P00064,Orange Cotton Socks XL,1,2022-08-17,71.6,C00248,UK,S20220817_C00248_9192,Browse,2022,8
View_9590,P00040,Grey Sunglasses One Size,5,2022-09-11,32.45,C00248,UK,S20220911_C00248_2727,View,2022,9
Cart_6710,P00093,Purple Yoga Mat XXL,5,2022-09-28,182.72,C00248,UK,S20220928_C00248_4785,Cart,2022,9
View_3366,P00025,White Protein Powder XS,1,2022-07-04,138.6,C00249,Australia,S20220704_C00249_2252,View,2022,7
Browse_3493,P00099,Grey Leather Wallet One Size,5,2022-07-06,135.12,C00249,Australia,S20220706_C00249_8176,Browse,2022,7
Checkout_4428,P00000,Black Protein Powder XXL,1,2022-09-11,188.5,C00249,Australia,S20220911_C00249_3877,Checkout,2022,9
Browse_1254,P00059,Red Premium T-shirt M,5,2022-10-12,199.14,C00249,Australia,S20221012_C00249_6608,Browse,2022,10
Browse_5382,P00070,White Sunglasses S,5,2022-10-25,127.35,C00249,Australia,S20221025_C00249_7123,Browse,2022,10
Cart_7337,P00036,White Protein Powder One Size,5,2022-11-02,16.68,C00249,Australia,S20221102_C00249_9484,Cart,2022,11
Browse_3228,P00022,Black Protein Powder XXL,2,2022-11-05,133.57,C00249,Australia,S20221105_C00249_3717,Browse,2022,11
View_7756,P00023,Green Premium T-shirt L,5,2022-11-28,121.41,C00249,Australia,S20221128_C00249_7088,View,2022,11
View_909,P00026,Blue Classic Jeans One Size,3,2022-12-03,138.12,C00249,Australia,S20221203_C00249_9442,View,2022,12
Browse_3500,P00004,Orange Protein Powder XL,3,2023-03-14,106.22,C00249,Australia,S20230314_C00249_6753,Browse,2023,3
Checkout_3014,P00002,White Summer Dress L,2,2023-04-06,33.9,C00249,Australia,S20230406_C00249_5470,Checkout,2023,4
Browse_1303,P00086,Red Leather Wallet XXL,2,2023-05-11,123.12,C00249,Australia,S20230511_C00249_2405,Browse,2023,5
Checkout_8400,P00054,Pink Water Bottle XL,1,2023-05-22,106.1,C00249,Australia,S20230522_C00249_9516,Checkout,2023,5
Browse_2425,P00063,White Cotton Socks S,4,2022-03-03,73.89,C00250,Australia,S20220303_C00250_1876,Browse,2022,3
View_5886,P00073,Orange Protein Powder M,4,2022-03-05,62.78,C00250,Australia,S20220305_C00250_7481,View,2022,3
Cart_657,P00055,Yellow Premium T-shirt M,1,2022-03-19,143.15,C00250,Australia,S20220319_C00250_3271,Cart,2022,3
Cart_1178,P00094,Pink Sunglasses One Size,3,2022-03-31,134.69,C00250,Australia,S20220331_C00250_1610,Cart,2022,3
Checkout_3064,P00085,Pink Premium T-shirt S,2,2022-04-07,116.31,C00250,Australia,S20220407_C00250_5198,Checkout,2022,4
Browse_3535,P00090,Black Water Bottle XXL,1,2022-04-22,92.9,C00250,Australia,S20220422_C00250_2258,Browse,2022,4
Cart_1609,P00067,Red Leather Wallet S,4,2022-04-30,21.92,C00250,Australia,S20220430_C00250_7387,Cart,2022,4
Browse_8362,P00047,White Backpack One Size,2,2022-05-07,43.49,C00250,Australia,S20220507_C00250_7428,Browse,2022,5
INV10146,P00003,Blue Classic Jeans M,3,2022-06-02,79.19,C00250,Australia,S20220602_C00250_3285,Purchase,2022,6
Checkout_3197,P00017,Purple Wireless Earbuds XXL,3,2022-06-08,43.44,C00250,Australia,S20220608_C00250_9068,Checkout,2022,6
View_41,P00090,Black Water Bottle XXL,5,2022-06-11,92.9,C00250,Australia,S20220611_C00250_9726,View,2022,6
View_6535,P00094,Pink Sunglasses One Size,3,2022-06-13,134.69,C00250,Australia,S20220613_C00250_4643,View,2022,6
Browse_1406,P00088,Green Smart Watch XL,3,2022-07-10,143.69,C00250,Australia,S20220710_C00250_7131,Browse,2022,7
Browse_9998,P00093,Purple Yoga Mat XXL,3,2022-07-12,182.72,C00250,Australia,S20220712_C00250_4935,Browse,2022,7
Cart_7403,P00018,White Smart Watch XL,4,2022-07-28,79.98,C00250,Australia,S20220728_C00250_8353,Cart,2022,7
Browse_772,P00086,Red Leather Wallet XXL,4,2022-08-02,123.12,C00250,Australia,S20220802_C00250_3321,Browse,2022,8
Browse_2028,P00000,Black Protein Powder XXL,1,2022-08-08,188.5,C00250,Australia,S20220808_C00250_3561,Browse,2022,8
INV10325,P00014,Pink Classic Jeans L,3,2022-08-11,194.78,C00250,Australia,S20220811_C00250_3081,Purchase,2022,8
Browse_6721,P00041,Green Water Bottle S,2,2022-09-02,159.28,C00250,Australia,S20220902_C00250_4695,Browse,2022,9
View_7013,P00035,Black Sunglasses XXL,1,2022-09-14,127.6,C00250,Australia,S20220914_C00250_6760,View,2022,9
Browse_7873,P00009,Red Sunglasses M,2,2022-09-14,114.39,C00250,Australia,S20220914_C00250_5540,Browse,2022,9
Browse_3439,P00015,Grey Cotton Socks XXL,3,2022-09-22,94.8,C00250,Australia,S20220922_C00250_9162,Browse,2022,9
Browse_4615,P00076,Blue Wireless Earbuds XXL,2,2022-10-15,25.84,C00250,Australia,S20221015_C00250_5332,Browse,2022,10
View_1844,P00096,Yellow Backpack One Size,4,2022-06-07,152.36,C00251,France,S20220607_C00251_6838,View,2022,6
Browse_9141,P00084,Grey Laptop Sleeve XS,2,2022-06-10,8.99,C00251,France,S20220610_C00251_4148,Browse,2022,6
View_6621,P00079,Grey Winter Jacket L,2,2022-06-29,75.3,C00251,France,S20220629_C00251_4743,View,2022,6
View_5928,P00064,Orange Cotton Socks XL,1,2022-07-12,71.6,C00251,France,S20220712_C00251_8911,View,2022,7
Checkout_4739,P00011,Pink Yoga Mat XXL,4,2022-08-23,146.18,C00251,France,S20220823_C00251_2209,Checkout,2022,8
View_8537,P00099,Grey Leather Wallet One Size,2,2022-09-01,135.12,C00251,France,S20220901_C00251_3838,View,2022,9
Browse_6278,P00090,Black Water Bottle XXL,1,2022-10-05,92.9,C00251,France,S20221005_C00251_4270,Browse,2022,10
View_1503,P00056,Orange Wireless Earbuds One Size,3,2022-10-14,168.47,C00251,France,S20221014_C00251_4981,View,2022,10
Browse_5900,P00038,Red Cotton Socks L,1,2022-11-29,105.73,C00251,France,S20221129_C00251_4107,Browse,2022,11
Checkout_1341,P00082,Green Protein Powder One Size,4,2023-01-16,36.43,C00251,France,S20230116_C00251_6011,Checkout,2023,1
Browse_135,P00041,Green Water Bottle S,5,2023-02-27,159.28,C00251,France,S20230227_C00251_3955,Browse,2023,2
Browse_6709,P00079,Grey Winter Jacket L,5,2023-04-08,75.3,C00251,France,S20230408_C00251_1455,Browse,2023,4
Browse_1572,P00014,Pink Classic Jeans L,3,2023-04-16,194.78,C00251,France,S20230416_C00251_6605,Browse,2023,4
View_6949,P00072,Green Premium T-shirt One Size,5,2023-04-22,128.98,C00251,France,S20230422_C00251_5726,View,2023,4
Checkout_469,P00006,Black Classic Jeans XS,3,2023-06-06,172.34,C00251,France,S20230606_C00251_1676,Checkout,2023,6
Browse_4306,P00099,Grey Leather Wallet One Size,1,2023-06-11,135.12,C00251,France,S20230611_C00251_4443,Browse,2023,6
Checkout_5771,P00081,Pink Wireless Earbuds XS,4,2022-07-11,123.96,C00252,Australia,S20220711_C00252_9690,Checkout,2022,7
View_6348,P00091,Yellow Laptop Sleeve S,3,2022-07-19,110.16,C00252,Australia,S20220719_C00252_6275,View,2022,7
View_9160,P00042,Pink Yoga Mat XXL,2,2022-07-20,147.08,C00252,Australia,S20220720_C00252_3983,View,2022,7
Browse_34,P00030,Purple Water Bottle XS,1,2022-07-21,59.4,C00252,Australia,S20220721_C00252_2634,Browse,2022,7
Browse_5992,P00081,Pink Wireless Earbuds XS,3,2022-07-23,123.96,C00252,Australia,S20220723_C00252_7630,Browse,2022,7
View_7938,P00099,Grey Leather Wallet One Size,5,2022-08-14,135.12,C00252,Australia,S20220814_C00252_2788,View,2022,8
Browse_4858,P00039,Yellow Protein Powder One Size,1,2022-09-08,107.47,C00252,Australia,S20220908_C00252_8536,Browse,2022,9
Browse_8823,P00027,Grey Protein Powder M,3,2022-10-01,13.74,C00252,Australia,S20221001_C00252_2705,Browse,2022,10
View_2312,P00028,Yellow Sunglasses L,1,2022-10-06,182.55,C00252,Australia,S20221006_C00252_4326,View,2022,10
Cart_1515,P00040,Grey Sunglasses One Size,4,2022-10-23,32.45,C00252,Australia,S20221023_C00252_8341,Cart,2022,10
Browse_9960,P00045,Pink Leather Wallet M,3,2022-11-05,91.33,C00252,Australia,S20221105_C00252_9048,Browse,2022,11
Checkout_2044,P00030,Purple Water Bottle XS,3,2022-11-07,59.4,C00252,Australia,S20221107_C00252_1276,Checkout,2022,11
View_1979,P00085,Pink Premium T-shirt S,4,2022-11-12,116.31,C00252,Australia,S20221112_C00252_9954,View,2022,11
View_188,P00002,White Summer Dress L,3,2022-11-27,33.9,C00252,Australia,S20221127_C00252_2038,View,2022,11
View_194,P00044,Pink Winter Jacket XS,2,2023-01-14,37.04,C00252,Australia,S20230114_C00252_5390,View,2023,1
Browse_7912,P00030,Purple Water Bottle XS,2,2022-03-08,59.4,C00253,Italy,S20220308_C00253_5336,Browse,2022,3
Browse_7493,P00062,Pink Smart Watch M,3,2022-03-09,189.1,C00253,Italy,S20220309_C00253_8867,Browse,2022,3
INV10237,P00089,Grey Yoga Mat XXL,1,2022-03-16,77.46,C00253,Italy,S20220316_C00253_1419,Purchase,2022,3
Browse_4733,P00091,Yellow Laptop Sleeve S,2,2022-07-23,110.16,C00253,Italy,S20220723_C00253_2769,Browse,2022,7
View_1596,P00078,Purple Sunglasses XL,2,2022-08-15,130.04,C00253,Italy,S20220815_C00253_2707,View,2022,8
Browse_9380,P00046,Red Protein Powder L,4,2022-08-26,52.77,C00253,Italy,S20220826_C00253_5814,Browse,2022,8
INV10115,P00068,Yellow Water Bottle XS,4,2022-08-29,41.09,C00253,Italy,S20220829_C00253_1458,Purchase,2022,8
View_3314,P00071,Orange Backpack M,4,2022-09-30,57.56,C00253,Italy,S20220930_C00253_6526,View,2022,9
Checkout_3388,P00099,Grey Leather Wallet One Size,1,2022-10-03,135.12,C00253,Italy,S20221003_C00253_2607,Checkout,2022,10
View_1481,P00026,Blue Classic Jeans One Size,1,2022-10-27,138.12,C00253,Italy,S20221027_C00253_2130,View,2022,10
INV10278,P00068,Yellow Water Bottle XS,5,2022-11-20,41.09,C00253,Italy,S20221120_C00253_4785,Purchase,2022,11
Browse_3596,P00060,Purple Smart Watch M,5,2023-01-02,161.73,C00253,Italy,S20230102_C00253_1534,Browse,2023,1
Checkout_4065,P00081,Pink Wireless Earbuds XS,5,2023-01-26,123.96,C00253,Italy,S20230126_C00253_3564,Checkout,2023,1
Browse_3150,P00050,Yellow Water Bottle XS,5,2023-02-21,105.29,C00253,Italy,S20230221_C00253_6246,Browse,2023,2
Browse_6876,P00052,White Backpack S,4,2023-05-03,30.04,C00253,Italy,S20230503_C00253_8265,Browse,2023,5
Browse_3256,P00064,Orange Cotton Socks XL,2,2023-05-22,71.6,C00253,Italy,S20230522_C00253_6027,Browse,2023,5
View_7153,P00040,Grey Sunglasses One Size,4,2023-06-04,32.45,C00253,Italy,S20230604_C00253_8235,View,2023,6
Browse_1089,P00065,Green Yoga Mat One Size,5,2022-04-28,50.54,C00254,Canada,S20220428_C00254_1994,Browse,2022,4
View_1731,P00086,Red Leather Wallet XXL,5,2022-05-05,123.12,C00254,Canada,S20220505_C00254_1655,View,2022,5
Cart_1868,P00075,Purple Water Bottle S,4,2022-05-20,116.62,C00254,Canada,S20220520_C00254_3923,Cart,2022,5
Browse_105,P00013,Black Leather Wallet M,3,2022-07-06,155.73,C00254,Canada,S20220706_C00254_6456,Browse,2022,7
Browse_7750,P00021,Pink Sunglasses XS,4,2022-07-17,149.58,C00254,Canada,S20220717_C00254_9901,Browse,2022,7
Checkout_5005,P00075,Purple Water Bottle S,3,2022-07-24,116.62,C00254,Canada,S20220724_C00254_6023,Checkout,2022,7
View_7190,P00016,Purple Sunglasses M,4,2022-07-29,71.99,C00254,Canada,S20220729_C00254_2809,View,2022,7
Browse_9135,P00057,White Backpack L,2,2022-08-23,165.97,C00254,Canada,S20220823_C00254_6862,Browse,2022,8
Browse_3126,P00028,Yellow Sunglasses L,1,2023-01-06,182.55,C00254,Canada,S20230106_C00254_6651,Browse,2023,1
Browse_1342,P00057,White Backpack L,5,2023-01-28,165.97,C00254,Canada,S20230128_C00254_9223,Browse,2023,1
View_9608,P00059,Red Premium T-shirt M,2,2023-02-11,199.14,C00254,Canada,S20230211_C00254_6910,View,2023,2
Cart_6003,P00085,Pink Premium T-shirt S,1,2023-03-11,116.31,C00254,Canada,S20230311_C00254_1186,Cart,2023,3
Browse_5519,P00059,Red Premium T-shirt M,5,2023-03-29,199.14,C00254,Canada,S20230329_C00254_1311,Browse,2023,3
INV10105,P00005,Red Winter Jacket M,3,2023-03-30,47.94,C00254,Canada,S20230330_C00254_2870,Purchase,2023,3
Browse_1063,P00084,Grey Laptop Sleeve XS,5,2023-04-10,8.99,C00254,Canada,S20230410_C00254_5329,Browse,2023,4
Browse_7382,P00081,Pink Wireless Earbuds XS,2,2022-10-22,123.96,C00255,USA,S20221022_C00255_9270,Browse,2022,10
Cart_819,P00010,Grey Cotton Socks XS,3,2022-10-28,164.98,C00255,USA,S20221028_C00255_6879,Cart,2022,10
View_4850,P00053,Red Water Bottle M,4,2022-12-04,154.68,C00255,USA,S20221204_C00255_4451,View,2022,12
View_5670,P00046,Red Protein Powder L,4,2022-12-31,52.77,C00255,USA,S20221231_C00255_2834,View,2022,12
Browse_6839,P00064,Orange Cotton Socks XL,5,2023-01-05,71.6,C00255,USA,S20230105_C00255_9611,Browse,2023,1
Cart_9225,P00009,Red Sunglasses M,5,2023-01-21,114.39,C00255,USA,S20230121_C00255_6327,Cart,2023,1
Cart_993,P00043,Grey Laptop Sleeve XL,1,2023-02-02,8.26,C00255,USA,S20230202_C00255_9959,Cart,2023,2
Browse_9017,P00003,Blue Classic Jeans M,1,2023-03-04,79.19,C00255,USA,S20230304_C00255_6111,Browse,2023,3
Cart_5019,P00043,Grey Laptop Sleeve XL,2,2023-03-22,8.26,C00255,USA,S20230322_C00255_3008,Cart,2023,3
Browse_24,P00011,Pink Yoga Mat XXL,2,2023-05-19,146.18,C00255,USA,S20230519_C00255_9061,Browse,2023,5
Browse_4728,P00099,Grey Leather Wallet One Size,5,2023-06-01,135.12,C00255,USA,S20230601_C00255_1039,Browse,2023,6
Browse_559,P00050,Yellow Water Bottle XS,3,2023-06-23,105.29,C00255,USA,S20230623_C00255_6867,Browse,2023,6
Browse_4370,P00020,Grey Water Bottle S,1,2022-08-18,118.98,C00256,Spain,S20220818_C00256_6736,Browse,2022,8
Browse_4075,P00080,Yellow Backpack M,4,2022-09-28,125.49,C00256,Spain,S20220928_C00256_4274,Browse,2022,9
Browse_8719,P00005,Red Winter Jacket M,2,2022-12-10,47.94,C00256,Spain,S20221210_C00256_4773,Browse,2022,12
Browse_5127,P00089,Grey Yoga Mat XXL,4,2023-01-29,77.46,C00256,Spain,S20230129_C00256_6330,Browse,2023,1
View_5235,P00084,Grey Laptop Sleeve XS,1,2023-02-02,8.99,C00256,Spain,S20230202_C00256_9049,View,2023,2
Browse_3339,P00010,Grey Cotton Socks XS,2,2023-03-10,164.98,C00256,Spain,S20230310_C00256_4710,Browse,2023,3
Browse_4492,P00013,Black Leather Wallet M,3,2023-05-15,155.73,C00256,Spain,S20230515_C00256_6253,Browse,2023,5
Browse_5917,P00057,White Backpack L,5,2022-07-27,165.97,C00257,Germany,S20220727_C00257_3800,Browse,2022,7
View_9885,P00054,Pink Water Bottle XL,3,2022-07-27,106.1,C00257,Germany,S20220727_C00257_4418,View,2022,7
View_674,P00065,Green Yoga Mat One Size,5,2022-10-16,50.54,C00257,Germany,S20221016_C00257_8138,View,2022,10
View_6458,P00078,Purple Sunglasses XL,2,2022-10-21,130.04,C00257,Germany,S20221021_C00257_7146,View,2022,10
View_6987,P00075,Purple Water Bottle S,1,2022-11-16,116.62,C00257,Germany,S20221116_C00257_9440,View,2022,11
Cart_9991,P00045,Pink Leather Wallet M,1,2022-12-11,91.33,C00257,Germany,S20221211_C00257_7644,Cart,2022,12
View_4364,P00058,Blue Leather Wallet M,5,2022-12-22,30.48,C00257,Germany,S20221222_C00257_9034,View,2022,12
Browse_5224,P00029,Red Cotton Socks XXL,2,2023-01-02,133.04,C00257,Germany,S20230102_C00257_1335,Browse,2023,1
Browse_4443,P00022,Black Protein Powder XXL,3,2023-01-27,133.57,C00257,Germany,S20230127_C00257_6092,Browse,2023,1
View_3712,P00022,Black Protein Powder XXL,5,2023-02-28,133.57,C00257,Germany,S20230228_C00257_8828,View,2023,2
Checkout_2459,P00070,White Sunglasses S,5,2023-03-03,127.35,C00257,Germany,S20230303_C00257_4696,Checkout,2023,3
Browse_2162,P00066,Purple Protein Powder L,4,2023-04-09,80.81,C00257,Germany,S20230409_C00257_4814,Browse,2023,4
Browse_7956,P00035,Black Sunglasses XXL,2,2023-05-02,127.6,C00257,Germany,S20230502_C00257_4427,Browse,2023,5
Cart_2102,P00096,Yellow Backpack One Size,5,2023-05-03,152.36,C00257,Germany,S20230503_C00257_8281,Cart,2023,5
View_150,P00094,Pink Sunglasses One Size,5,2023-05-15,134.69,C00257,Germany,S20230515_C00257_8514,View,2023,5
View_3798,P00008,White Laptop Sleeve One Size,1,2023-06-05,186.92,C00257,Germany,S20230605_C00257_7205,View,2023,6
Browse_1889,P00015,Grey Cotton Socks XXL,1,2022-04-16,94.8,C00258,Italy,S20220416_C00258_6067,Browse,2022,4
View_8762,P00038,Red Cotton Socks L,4,2022-04-26,105.73,C00258,Italy,S20220426_C00258_7314,View,2022,4
Browse_4517,P00044,Pink Winter Jacket XS,1,2022-05-27,37.04,C00258,Italy,S20220527_C00258_1902,Browse,2022,5
Browse_3417,P00061,Blue Backpack M,1,2022-05-30,162.45,C00258,Italy,S20220530_C00258_8762,Browse,2022,5
View_2255,P00009,Red Sunglasses M,1,2022-06-18,114.39,C00258,Italy,S20220618_C00258_3201,View,2022,6
Browse_8637,P00087,Blue Classic Jeans XL,2,2022-07-18,80.46,C00258,Italy,S20220718_C00258_1570,Browse,2022,7
Browse_176,P00004,Orange Protein Powder XL,2,2022-08-09,106.22,C00258,Italy,S20220809_C00258_8923,Browse,2022,8
Checkout_1667,P00079,Grey Winter Jacket L,4,2022-08-21,75.3,C00258,Italy,S20220821_C00258_8380,Checkout,2022,8
Browse_3731,P00053,Red Water Bottle M,1,2022-09-06,154.68,C00258,Italy,S20220906_C00258_6378,Browse,2022,9
Checkout_3047,P00021,Pink Sunglasses XS,2,2022-09-08,149.58,C00258,Italy,S20220908_C00258_2364,Checkout,2022,9
View_8701,P00007,Pink Protein Powder XL,3,2022-11-10,124.82,C00258,Italy,S20221110_C00258_6403,View,2022,11
View_1186,P00096,Yellow Backpack One Size,5,2022-12-04,152.36,C00258,Italy,S20221204_C00258_8418,View,2022,12
Browse_4007,P00077,Pink Yoga Mat M,2,2022-12-11,190.68,C00258,Italy,S20221211_C00258_5499,Browse,2022,12
Browse_8772,P00086,Red Leather Wallet XXL,3,2022-12-20,123.12,C00258,Italy,S20221220_C00258_7381,Browse,2022,12
INV10126,P00087,Blue Classic Jeans XL,4,2023-01-13,80.46,C00258,Italy,S20230113_C00258_6029,Purchase,2023,1
Browse_3483,P00070,White Sunglasses S,2,2023-01-17,127.35,C00258,Italy,S20230117_C00258_3606,Browse,2023,1
Cart_7247,P00072,Green Premium T-shirt One Size,3,2023-01-27,128.98,C00258,Italy,S20230127_C00258_7525,Cart,2023,1
Browse_9747,P00003,Blue Classic Jeans M,3,2023-02-04,79.19,C00258,Italy,S20230204_C00258_1209,Browse,2023,2
Cart_7742,P00008,White Laptop Sleeve One Size,1,2023-04-26,186.92,C00258,Italy,S20230426_C00258_2959,Cart,2023,4
Cart_2728,P00047,White Backpack One Size,3,2023-05-12,43.49,C00258,Italy,S20230512_C00258_7687,Cart,2023,5
